Category,Date,DOW,Start Time,End Time,Hours,Program,Facilitator 1,Facilitator 2,Expected Attendance,Actual Attendance,Program Delivered,Format,Campus,Everett,Global,Pullman,Spokane,Tri Cities,Vancouver,Open System-wide.1,Non-WSU,Unsure,Main Role On Campus,Campus Community,Organization,Contact Name & Number,Notes,Location,Latitude,Longitude,GPS Coordinates
AOD+IMPACT,10/7/19,Monday ,5:00:00 PM,6:00:00 PM,1,Party Expectations,Facilitator_12,,25,10,Yes,In-Person,Pullman,,,10,,,,,,,Residence Life ,,Gannon/Goldsworthy ,,,Gannon Main Lobby ,46.727794,-117.162907,"46° 43' 40.0584'' N
117° 9' 46.4652'' W"
Life Skills,10/11/19,Wednesday ,2:10:00 PM,3:00:00 PM,1,Mindfulness,Facilitator_12,,25,0,No,,Pullman,,,0,,,,,,,General ,,College Success Programs ,Maria de Jesus Dixon 509-335-8065 ,,,,,
Life Skills,10/15/19,Tuesday ,4:15:00 PM,5:15:00 PM,1,Stress Management,Facilitator_12,,,7,Yes,,Pullman,,,7,,,,,,,General,,College Success Scholars ,Amani Edmondson ,,,,,
Mandatory Prog,10/22/19,Tuesday,3:15:00 PM,4:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,,29,Yes,In-Person,Pullman,,,29,,,,,,,General,,Health Promotion,,,,,,
Mandatory Prog,10/31/19,Thursday,4:15:00 PM,5:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,,0,No,In-Person,Pullman,,,,,,,,,,General,,Health Promotion,,,,,,
Mandatory Prog,11/1/19,Friday,10:00:00 AM,11:30:00 AM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,,7,Yes,In-Person,Pullman,,,7,,,,,,,ROAR,,ROAR,"Thomas Falash, 509-335-4078",,Facilitator_63s Hall ,46.731735,-117.166057,"46° 43' 54.246'' N
117° 9' 57.8052'' W"
Mandatory Prog,11/4/19,Monday,1:30:00 PM,2:30:00 PM,1,Green Dot,Facilitator_12,,,19,Yes,In-Person,Pullman,,,19,,,,,,,,,,,,,,,
Life Skills,11/5/19,Tuesday ,12:00:00 PM,1:00:00 PM,1,Self-Care,Facilitator_12,,100,102,Yes,,Pullman,,,102,,,,,,,General ,,Murrow Student Services ,Mickinzie Johnson 509-335-7333,,,,,
Mandatory Prog,11/6/19,Wednesday,6:00:00 PM,7:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,,0,No,In-Person,Pullman,,,,,,,,,,General,,Health Promotion,,,,,,
Life Skills,11/7/19,Thursday ,12:00:00 PM,1:00:00 PM,1,Self-Care,Facilitator_12,,100,88,Yes,,Pullman,,,88,,,,,,,General ,,Murrow Student Services ,Mickinzie Johnson 509-335-7333,,,,,
Mental Health,11/12/19,Tuesday ,8:00:00 AM,9:00:00 AM,1,Mental Health and Suicide Prevention,Facilitator_12,,14,10,Yes,In-Person,Pullman,,,10,,,,,,,General ,,Athletic Training Program ,Katy Pietz 509-335-6230,,,,,
Life Skills,11/13/19,Wednesday ,4:10:00 PM,5:00:00 PM,1,Time Management,Facilitator_12,,85,25,Yes,,Pullman,,,25,,,,,,,Student ,,ASCC,https://ascc.wsu.edu/kioskscougarhs/,,,,,
AOD+IMPACT,11/18/19,Monday ,7:00:00 PM,8:00:00 PM,1,Real Risks,Facilitator_12,,19,0,No,In-Person,Pullman,,,,,,,,,,Multicultural ,,Chi Delta Sigma ,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Life Skills,11/18/19,Monday ,4:10:00 PM,5:00:00 PM,1,Stress Management,Facilitator_12,,85,19,Yes,,Pullman,,,19,,,,,,,Student ,,ASCC,https://ascc.wsu.edu/kioskscougarhs/,,,,,
Mandatory Prog,1/10/20,Friday,11:30:00 AM,11:55:00 AM,0,Safety on Campus,Facilitator_12,,33,30,Yes,In-Person,Pullman,,,30,,,,,,,Incoming Students,New Student Programs,,,,Spark 3rd Floor,46.727996,-117.165668,"46° 43' 40.7856'' N
117° 9' 56.4048'' W"
Mandatory Prog,1/12/20,Sunday,11:30:00 AM,1:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,Facilitator_92,,29,Yes,In-Person,Pullman,,,29,,,,,,,,,,,,Todd 226,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,1/12/20,Sunday,2:00:00 PM,3:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,,22,Yes,In-Person,Pullman,,,22,,,,,,,,,,,,Todd 226,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,1/12/20,Sunday,11:30:00 AM,1:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,,28,Yes,In-Person,Pullman,,,28,,,,,,,,,,,,,,,
Mandatory Prog,1/15/20,Wednesday,3:30:00 PM,5:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,,8,Yes,In-Person,Pullman,,,8,,,,,,,,,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
AOD+IMPACT,1/22/20,Wednesday ,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_12,,60,89,Yes,In-Person,Pullman,,,89,,,,,,,Greek ,Sigma Phi Epsilon ,,Conner Rath 509-731-9714,,,,,
AOD+IMPACT,1/29/20,Wednesday ,5:00:00 PM,6:00:00 PM,1,Real Risks,Facilitator_12,,50,31,Yes,In-Person,Pullman,,,31,,,,,,,Greek ,Lambda Chi Alpha ,,Jacob Davis 253-777-5409 ,,CUE 202 ,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,2/10/20,Monday,3:30:00 PM,5:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,,9,Yes,In-Person,Pullman,,,9,,,,,,,,,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,2/11/20,Tuesday,5:00:00 PM,6:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,Facilitator_6,,10,Yes,In-Person,Pullman,,,10,,,,,,,,,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Life Skills,2/24/20,Monday ,3:10:00 PM,4:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_12,,85,15,Yes,In-Person,Pullman,,,15,,,,,,,Student ,ASCC,,https://ascc.wsu.edu/kioskscougarhs/,,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,3/4/20,Wednesday ,1:10:00 PM,1:40:00 PM,0,Stress Management,Facilitator_12,,,18,Yes,In-Person,Pullman,,,18,,,,,,,General ,ASCC,,Alicia Petersen 509-335-4734 ,,Cleveland 240 ,46.728643,-117.166177,"46° 43' 43.1148'' N
117° 9' 58.2372'' W"
Life Skills,3/30/20,Monday ,3:10:00 PM,4:00:00 PM,1,Time Management,Facilitator_12,,85,7,Yes,Online - Live,Pullman,,,7,,,,,,,Student ,ASCC,,https://ascc.wsu.edu/kioskscougarhs/,,ZOOM ,NA,NA,NA
Life Skills,4/6/20,Monday ,1:00:00 PM,2:00:00 PM,1,Mindfulness,Facilitator_12,,150,260,Yes,Online - Live,Pullman,,,260,,,,,,,ASCC,ASCC,,,,ZOOM ,NA,NA,NA
Mandatory Prog,4/15/20,Wednesday,5:00:00 PM,6:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,4,2,Yes,Online - Live,Pullman,,,2,,,,,,,1st semester ,NA,,,,ZOOM ,NA,NA,NA
Mandatory Prog,4/20/20,Monday,2:00:00 PM,3:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,1,1,Yes,Online - Live,Pullman,,,1,,,,,,,1st semester ,NA,,,,ZOOM ,NA,NA,NA
Life Skills,4/22/20,Wednesday ,1:00:00 PM,1:15:00 PM,0,15- minutes Stress Management,Facilitator_12,,10,5,Yes,Online - Live,Pullman,,,5,,,,,,,ASCC,ASCC,,Ricky,,ZOOM ,NA,NA,NA
Life Skills,4/22/20,Wednesday ,1:00:00 PM,2:00:00 PM,1,Stress Management,Facilitator_12,Facilitator_6,50,21,Yes,Online - Live,Pullman,,,21,,,,,,,Greek ,Alpha Delta Pi ,,Meghan Spears 425-780-3046,,ZOOM ,NA,NA,NA
Mandatory Prog,5/8/20,Thursday,4:30:00 PM,6:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_12,,1,1,Yes,Online - Live,Pullman,,,1,,,,,,,1st semester ,NA,,,,ZOOM ,NA,NA,NA
Life Skills,5/12/20,Tuesday ,5:30:00 PM,6:30:00 PM,1,Self-Care,Facilitator_12,,130,0,Yes,Online - Live,Pullman,,,,,,,,,,Greek ,Alpha Omicron Pi ,,Facilitator_65 Grantham 360-915-3601 ,,ZOOM ,NA,NA,NA
Mandatory Prog,8/16/20,Sunday,1:30:00 PM,2:30:00 PM,1,Count on Cougs,Facilitator_12,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Life Skills,9/7/20,Monday,4:10:00 PM,5:00:00 PM,,"Sleep More, Sleep Better",Facilitator_12,,,0,No,Online - Live,,,,,,,,,,,Undergraduate,ASCC (not Class),ASCC,,,,,,
Mandatory Prog,8/11/19,Sunday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_13,,,35,Yes,In-Person,Pullman,,,35,,,,,,,General,,organization,,,Todd 303 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_13,,,33,Yes,In-Person,Pullman,,,33,,,,,,,General,,organization,,,Todd 303 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Life Skills,10/6/21,Wednesday,10:10:00 AM,10:40:00 AM,0,Stress Management,Facilitator_14,,,19,Yes,In-Person,Pullman,,,19,,,,,,,Undergraduate,"Class, Student",,,,,,,
Life Skills,10/6/21,Wednesday,11:10:00 AM,11:40:00 AM,0,Stress Management,Facilitator_14,,,12,Yes,In-Person,Pullman,,,12,,,,,,,Undergraduate,"Class, Student",,,,,,,
Life Skills,10/7/21,Thursday,9:10:00 AM,9:40:00 AM,0,Stress Management,Facilitator_14,,,10,Yes,In-Person,Pullman,,,10,,,,,,,Undergraduate,"Class, Student",,,,,,,
Life Skills,10/7/21,Thursday,10:35:00 AM,11:05:00 AM,0,Stress Management,Facilitator_14,,,11,Yes,In-Person,Pullman,,,11,,,,,,,Undergraduate,"Class, Student",,,,,,,
Life Skills,10/18/21,Monday,4:00:00 PM,5:00:00 PM,1,Self-Care,Facilitator_14,,10,7,Yes,In-Person,Pullman,,,7,,,,,,,,,,,,,,,
Life Skills,10/20/21,Wednesday,6:00:00 PM,7:00:00 PM,1,Time Management,Facilitator_14,,,19,Yes,In-Person,Pullman,,,19,,,,,,,Undergraduate,Greek Student,,,,,,,
Life Skills,10/27/21,Wednesday,4:00:00 PM,5:00:00 PM,1,Self-Care,Facilitator_14,,,21,Yes,In-Person,Pullman,,,21,,,,,,,Undergraduate,Other (Students),,,,,,,
Life Skills,10/27/21,Wednesday,6:00:00 PM,7:00:00 PM,1,Self-Care,Facilitator_14,,20,8,Yes,In-Person,Pullman,,,8,,,,,,,Undergraduate,Greek Student,,,,,,,
Life Skills,11/3/21,Wednesday,6:00:00 PM,7:00:00 PM,1,Self-Care,Facilitator_14,,,20,Yes,Online - Live,Pullman,,,20,,,,,,,Undergraduate,Greek Student,,,,,,,
Life Skills,11/5/21,Friday,4:00:00 PM,5:00:00 PM,1,Self-Care,Facilitator_14,,10,7,Yes,Online - Live,Pullman,,,7,,,,,,,,,,,,,,,
Life Skills,11/8/21,Monday,3:10:00 PM,4:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_14,,20,17,Yes,In-Person,Pullman,,,17,,,,,,,,,,,,,,,
Life Skills,11/9/21,Tuesday,5:30:00 PM,6:30:00 PM,1,Time Management,Facilitator_14,,30,35,Yes,Online - Live,Pullman,,,35,,,,,,,,,,,,,,,
Life Skills,11/15/21,Monday,3:10:00 PM,4:00:00 PM,1,Self-Care,Facilitator_14,,,12,Yes,In-Person,Pullman,,,12,,,,,,,Undergraduate,"Class, Student",,,,,,,
Life Skills,11/17/21,Wednesday,6:00:00 PM,7:00:00 PM,1,Stress Management,Facilitator_14,,,44,Yes,Online - Live,Pullman,,,44,,,,,,,Undergraduate,Greek Student,,,,,,,
Life Skills,11/18/21,Thursday,5:30:00 PM,6:30:00 PM,1,Stress Management,Facilitator_14,,,40,Yes,Online - Live,Pullman,,,40,,,,,,,Undergraduate,Greek Student,,,,,,,
Life Skills,11/30/21,Tuesday,6:00:00 PM,7:00:00 PM,1,Stress Management,Facilitator_14,,,10,Yes,In-Person,Pullman,,,10,,,,,,,Undergraduate,Residence Hall Student,,,,,,,
Life Skills,12/1/21,Wednesday,5:30:00 PM,6:30:00 PM,1,Time Management,Facilitator_14,,,14,Yes,In-Person,Pullman,,,14,,,,,,,Undergraduate,Greek Student,,,,,,,
Life Skills,12/6/21,Monday,6:00:00 PM,7:00:00 PM,1,Self-Care,Facilitator_14,,,7,Yes,Online - Live,Pullman,,,7,,,,,,,Undergraduates/Graduates,Other (Students),,,,,,,
Life Skills,12/6/21,Monday,7:00:00 PM,8:00:00 PM,1,Time Management,Facilitator_14,,,15,Yes,Online - Live,Pullman,,,15,,,,,,,Undergraduate,Greek Student,,,,,,,
Life Skills,1/12/22,Wednesday,6:00:00 PM,7:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_14,,,75,Yes,In-Person,Pullman,,,75,,,,,,,,Greek Student,,,,,,,
AOD+IMPACT,1/13/22,Thursday,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_14,,,103,Yes,In-Person,Pullman,,,103,,,,,,,,Greek Student,,,Alpha Delta Pi,,,,
Life Skills,1/13/22,Thursday,3:00:00 PM,4:00:00 PM,1,Self-Care,Facilitator_14,,,40,Yes,Online - Live,Pullman,,,40,,,,,,,,ASCC (not Class),,,,,,,
Life Skills,1/19/22,Wednesday,7:00:00 PM,8:00:00 PM,1,Stress Management,Facilitator_14,,,1,No,Online - Live,Pullman,,,1,,,,,,,,,,,,,,,
Life Skills,1/20/22,Thursday,3:00:00 PM,4:00:00 PM,1,Time Management,Facilitator_14,,,38,Yes,Online - Live,Pullman,,,38,,,,,,,,ASCC (not Class),,,,,,,
Life Skills,1/20/22,Thursday,5:30:00 PM,6:30:00 PM,1,Self-Care,Facilitator_14,,,8,Yes,In-Person,Pullman,,,8,,,,,,,,Other (Students),,,,,,,
Life Skills,1/27/22,Thursday,3:00:00 PM,4:00:00 PM,1,Mindfulness,Facilitator_14,,,42,Yes,Online - Live,Pullman,,,42,,,,,,,,ASCC (not Class),,,,,,,
AOD+IMPACT,1/31/22,Monday,7:00:00 PM,8:00:00 PM,1,Party Expectations,Facilitator_14,,,37,Yes,In-Person,Pullman,,,37,,,,,,,,Greek Student,,,Alpha Delta Pi,,,,
Life Skills,2/3/22,Thursday ,3:00:00 PM,4:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_14,,,38,Yes,Online - Live,Pullman,,,38,,,,,,,,ASCC (not Class),,,,,,,
Life Skills,2/8/22,Tuesday,4:30:00 PM,5:30:00 PM,1,Mindfulness,Facilitator_14,,,30,Yes,In-Person,Pullman,,,30,,,,,,,,Greek Student,,,,,,,
Violence Prev,2/8/22,Tuesday,6:00:00 PM,7:00:00 PM,1,Understanding Sexual Assault,Facilitator_14,,,75,Yes,In-Person,Pullman,,,75,,,,,,,Undergraduate,Greek Student,Chi Omega,,,,,,
Violence Prev,2/9/22,Wednesday,6:00:00 PM,7:00:00 PM,1,Supporting Survivors,Facilitator_14,,,73,Yes,In-Person,Pullman,,,73,,,,,,,Undergraduate,Greek Student,Alpha Delta Pi,,,,,,
Life Skills,2/10/22,Thursday,3:00:00 PM,4:00:00 PM,1,Stress Management,Facilitator_14,,,29,Yes,Online - Live,Pullman,,,29,,,,,,,,ASCC (not Class),,,,,,,
Violence Prev,2/10/22,Thursday,6:00:00 PM,7:00:00 PM,1,Understanding Sexual Assault,Facilitator_14,,,45,Yes,In-Person,Pullman,,,45,,,,,,,Undergraduate,Greek Student,Omega Delta Phi,,,,,,
AOD+IMPACT,2/15/22,Tuesday,6:00:00 PM,7:00:00 PM,1,Party Expectations,Facilitator_14,,,16,Yes,In-Person,Pullman,,,16,,,,,,,,Greek Student,,,Theta Xi,,,,
Life Skills,2/17/22,Thursday,3:00:00 PM,4:00:00 PM,1,Self-Care,Facilitator_14,,,36,Yes,Online - Live,Pullman,,,36,,,,,,,,ASCC (not Class),,,,,,,
Life Skills,2/18/22,Friday,12:00:00 PM,1:00:00 PM,1,Stress Management,Facilitator_14,,,4,Yes,In-Person,Pullman,,,4,,,,,,,,"Class, Student",,,,,,,
AOD+IMPACT,2/22/22,Tuesday,6:00:00 PM,7:00:00 PM,1,Party Expectations,Facilitator_14,,,80,Yes,In-Person,Pullman,,,80,,,,,,,,Greek Student,,,Sigma Phi Epsilon,,,,
Life Skills,2/23/22,Wednesday,10:10:00 AM,10:40:00 AM,0,Stress Management,Facilitator_14,,,17,Yes,In-Person,Pullman,,,17,,,,,,,,"Class, Student",,,,,,,
Life Skills,2/23/22,Wednesday,11:10:00 AM,11:40:00 AM,0,Stress Management,Facilitator_14,,,12,Yes,In-Person,Pullman,,,12,,,,,,,,"Class, Student",,,,,,,
Life Skills,2/23/22,Wednesday,12:10:00 PM,12:40:00 PM,0,Stress Management,Facilitator_14,,,14,Yes,In-Person,Pullman,,,14,,,,,,,,"Class, Student",,,,,,,
Life Skills,2/23/22,Wednesday,1:10:00 PM,1:40:00 PM,0,Stress Management,Facilitator_14,,,19,Yes,In-Person,Pullman,,,19,,,,,,,,"Class, Student",,,,,,,
Life Skills,2/23/22,Wednesday,5:30:00 PM,6:30:00 PM,1,Stress Management,Facilitator_14,,,7,Yes,In-Person,Pullman,,,7,,,,,,,,Registerred Student Org,,,,,,,
AOD+IMPACT,2/24/22,Thursday,5:00:00 PM,6:00:00 PM,1,Party Expectations,Facilitator_14,,,75,Yes,In-Person,Pullman,,,75,,,,,,,,Greek Student,,,Alpha Phi,,,,
Life Skills,2/24/22,Thursday,9:10:00 AM,9:40:00 AM,0,Stress Management,Facilitator_14,,,20,Yes,In-Person,Pullman,,,20,,,,,,,,"Class, Student",,,,,,,
Life Skills,2/24/22,Thursday,1:30:00 PM,2:00:00 PM,0,Stress Management,Facilitator_14,,,16,Yes,In-Person,Pullman,,,16,,,,,,,,"Class, Student",,,,,,,
Life Skills,2/24/22,Thursday,3:00:00 PM,4:00:00 PM,1,Stress Management,Facilitator_14,,,30,Yes,In-Person,Pullman,,,30,,,,,,,,ASCC (not Class),,,,,,,
AOD+IMPACT,3/1/22,Tuesday,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_14,,,10,Yes,In-Person,Pullman,,,10,,,,,,,,Greek Student,,,Omega Delta Phi,,,,
AOD+IMPACT,3/2/22,Wednesday,7:00:00 PM,8:00:00 PM,1,Party Expectations,Facilitator_14,,,43,Yes,In-Person,Pullman,,,43,,,,,,,,Greek Student,,,Sigma Psi Zeta Sorority & Lambda Phi Epsilon Fraternity,,,,
Life Skills,3/7/22,Monday,7:00:00 PM,7:30:00 PM,0,Stress Management,Facilitator_14,,,25,Yes,Online - Live,Pullman,,,25,,,,,,,,Greek Student,,,,,,,
Life Skills,3/10/22,Thursday,3:00:00 PM,4:00:00 PM,1,Stress Management,Facilitator_14,,,37,Yes,Online - Live,Pullman,,,37,,,,,,,,,,,,,,,
Life Skills,3/21/22,Monday,6:00:00 PM,7:00:00 PM,1,Stress Management,Facilitator_14,,,45,Yes,In-Person,Pullman,,,45,,,,,,,,,,,,,,,
Violence Prev,3/22/22,Tuesday ,6:00:00 PM,7:00:00 PM,1,Understanding Sexual Assault,Facilitator_14,,,54,Yes,In-Person,Pullman,,,54,,,,,,,,,,,,,,,
AOD+IMPACT,3/23/22,Wednesday,6:30:00 PM,7:30:00 PM,1,Party Expectations,Facilitator_14,,,85,Yes,In-Person,Pullman,,,85,,,,,,,,Greek Student,,,Delta Gamma,,,,
AOD+IMPACT,3/29/22,Tuesday,5:00:00 PM,6:00:00 PM,1,Party Expectations,Facilitator_14,,,37,Yes,In-Person,Pullman,,,37,,,,,,,,Multicultural&Greek Student,,,Lambda Theta Alpha,,,,
AOD+IMPACT,3/29/22,Tuesday,7:00:00 PM,8:00:00 PM,1,Party Expectations,Facilitator_14,,,32,Yes,In-Person,Pullman,,,32,,,,,,,,Greek Student,,,Phi Kappa Sigma,,,,
Life Skills,3/30/22,Wednesday,5:00:00 PM,5:30:00 PM,0,Self-Care,Facilitator_14,,,5,Yes,In-Person,Pullman,,,5,,,,,,,,Registerred Student Org,,,,,,,
AOD+IMPACT,4/4/22,Monday,7:00:00 PM,8:00:00 PM,1,Real Risks,Facilitator_14,,,5,Yes,In-Person,Pullman,,,5,,,,,,,,Greek Student,,,Alpha Delta Pi,,,,
AOD+IMPACT,4/5/22,Tuesday,7:00:00 PM,8:00:00 PM,1,Party Expectations,Facilitator_14,,,14,Yes,In-Person,Pullman,,,14,,,,,,,,Multicultural&Greek Student,,,Sigma Lambda Beta,,,,
AOD+IMPACT,4/6/22,Wednesday,6:30:00 PM,7:30:00 PM,1,Real Risks,Facilitator_14,,,25,Yes,In-Person,Pullman,,,25,,,,,,,,Greek Student,,,Phi Kappa Sigma,,,,
AOD+IMPACT,4/7/22,Thursday,5:00:00 PM,6:00:00 PM,1,Real Risks,Facilitator_14,,,65,Yes,In-Person,Pullman,,,65,,,,,,,,Greek Student,,,Chi Omega,,,,
AOD+IMPACT,4/13/22,Wednesday,5:00:00 PM,6:00:00 PM,1,Party Expectations,Facilitator_14,,,45,Yes,In-Person,Pullman,,,45,,,,,,,,Greek Student,,,Alpha Chi Omega ,,,,
AOD+IMPACT,4/13/22,Wednesday,7:00:00 PM,8:00:00 PM,1,Real Risks,Facilitator_14,,,0,No,In-Person,Pullman,,,0,,,,,,,,Greek Student,,,Pi Kappa Alpha,,,,
Life Skills,4/13/22,Wednesday,3:10:00 PM,3:40:00 PM,0,Stress Management,Facilitator_14,,,16,Yes,In-Person,Pullman,,,16,,,,,,,,,,,,,,,
AOD+IMPACT,4/18/22,Monday,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_14,,,55,Yes,In-Person,Pullman,,,55,,,,,,,,Greek Student,,,Sigma Kappa,,,,
AOD+IMPACT,4/19/22,Tuesday,4:00:00 PM,5:00:00 PM,1,Real Risks,Facilitator_14,,,15,Yes,In-Person,Pullman,,,15,,,,,,,,Greek Student,,,Pi Beta Phi,,,,
Violence Prev,4/20/22,Wednesday,5:30:00 PM,6:30:00 PM,1,Understanding Sexual Assault,Facilitator_14,,30,77,Yes,In-Person,Pullman,,,77,,,,,,,Undergraduate,Greek Student,,,Delta Sigma Phi,,,,
AOD+IMPACT,4/21/22,Thursday,4:00:00 PM,5:00:00 PM,1,Party Expectations,Facilitator_14,,,70,Yes,In-Person,Pullman,,,70,,,,,,,,Greek Student,,,Gamma Phi Beta,,,,
Life Skills,4/21/22,Thursday,12:30:00 PM,1:30:00 PM,1,Stress Management,Facilitator_14,,,23,Yes,In-Person,Pullman,,,23,,,,,,,,"Class, Student",,,,,,,
AOD+IMPACT,4/26/22,Tuesday,6:00:00 PM,7:00:00 PM,1,Party Expectations,Facilitator_14,,,10,Yes,In-Person,Pullman,,,10,,,,,,,,Greek Student,,,FarmHouse,,,,
AOD+IMPACT,4/27/22,Wednesday,6:00:00 PM,7:00:00 PM,1,Party Expectations,Facilitator_14,,,5,Yes,In-Person,Pullman,,,5,,,,,,,,Greek Student,,,Accacia,,,,
Mandatory Prog,8/15/22,,10:00:00 AM,11:00:00 AM,1,Count on Cougs: WOW,Facilitator_15,,,23,Yes,In-Person,Pullman,,,23,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/17/22,,2:30:00 PM,3:30:00 PM,1,Count on Cougs: WOW,Facilitator_15,,,30,Yes,In-Person,Pullman,,,30,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/19/22,,10:00:00 AM,11:00:00 AM,1,Count on Cougs: WOW,Facilitator_15,,,24,Yes,In-Person,Pullman,,,24,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,9/1/22,,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Fall,Facilitator_15,,,17,Yes,In-Person,Pullman,,,17,,,,,,,Undergraduate,First-year students,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,9/13/22,,2:00:00 PM,3:00:00 PM,1,Count on Cougs: Fall,Facilitator_15,,,18,Yes,In-Person,Pullman,,,18,,,,,,,Undergraduate,First-year students,,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Life Skills,9/15/22,Thursday,9:00:00 AM,10:00:00 AM,1,Time Management,Facilitator_15,,,19,Yes,In-Person,Pullman,,,19,,,,,,,Undergraduate,"Class, Student",,,,,,,
Life Skills,9/15/22,Thursday,12:00:00 PM,1:00:00 PM,1,Time Management,Facilitator_15,,,17,Yes,In-Person,Pullman,,,17,,,,,,,Undergraduate,"Class, Student",,,,,,,
Mandatory Prog,9/27/22,,1:30:00 PM,2:30:00 PM,1,Count on Cougs: Fall,Facilitator_15,,,22,Yes,In-Person,Pullman,,,22,,,,,,,Undergraduate,First-year students,,,,,,,
Life Skills,10/4/22,,9:00:00 AM,10:00:00 AM,1,Self-Care,Facilitator_15,Facilitator_20,,19,Yes,In-Person,Pullman,,,19,,,,,,,Undergraduate,"Class, Student",,,,,,,
Mandatory Prog,10/4/22,,1:00:00 PM,2:00:00 PM,1,Count on Cougs: Fall,Facilitator_15,,,16,Yes,In-Person,Pullman,,,16,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,10/13/22,,3:30:00 PM,4:30:00 PM,1,Count on Cougs: Fall,Facilitator_15,,,43,Yes,In-Person,Pullman,,,43,,,,,,,Undergraduate,First-year students,,,,,,,
Life Skills,10/24/22,,3:00:00 PM,4:00:00 PM,1,Time Management,Facilitator_15,Facilitator_87,,12,Yes,In-Person,Pullman,,,12,,,,,,,Undergraduate,,,,,,,,
Mandatory Prog,10/27/22,,3:30:00 PM,4:30:00 PM,1,Count on Cougs: Fall,Facilitator_15,,,28,Yes,In-Person,Pullman,,,28,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,11/3/22,,3:30:00 PM,4:30:00 PM,1,Count on Cougs: Fall,Facilitator_15,,,39,Yes,In-Person,Pullman,,,39,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,1/7/23,Saturday,9:00:00 AM,10:00:00 AM,1,Count on Cougs,Facilitator_15,,,13,Yes,In-Person,Pullman,,,13,,,,,,,Undergraduate,First-year students,,,,Todd Hall,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,1/8/23,Sunday,2:15:00 PM,3:15:00 PM,1,Count on Cougs,Facilitator_15,,,19,Yes,In-Person,Pullman,,,19,,,,,,,Undergraduate,First-year students,,,,Todd Hall,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
